user_id,last_order,frequency,monetary,recency,R_score,F_score,M_score,segment,city,channel
U0699,2026-06-01,1,25.5,29,2,1,1,流失风险客户,北京,饿了么
U0700,2026-06-14,2,161.8,16,3,2,2,新客/潜力客户,成都,小程序
U0701,2026-06-29,1,75.1,1,4,1,1,新客/潜力客户,成都,门店
U0702,2026-06-14,1,28.8,16,3,1,1,新客/潜力客户,深圳,美团
U0703,2026-05-20,2,101.5,41,2,2,1,流失风险客户,杭州,门店
U0704,2026-05-01,2,149.3,60,1,2,2,流失风险客户,上海,小程序
U0705,2026-05-06,2,126.6,55,1,2,2,流失风险客户,杭州,美团
U0706,2026-06-17,1,52.8,13,3,1,1,新客/潜力客户,杭州,APP
U0707,2026-05-12,1,41.7,49,2,1,1,流失风险客户,成都,APP
U0708,2026-03-15,2,107.4,107,1,2,2,流失风险客户,深圳,门店
U0709,2026-06-14,2,85.69999999999999,16,3,2,1,新客/潜力客户,北京,门店
U0710,2026-06-21,2,117.0,9,3,2,2,新客/潜力客户,成都,小程序
U0711,2026-05-10,2,94.9,51,2,2,1,流失风险客户,北京,美团
U0712,2026-03-17,1,85.4,105,1,1,1,流失风险客户,深圳,美团
U0713,2026-06-30,2,98.4,0,4,2,1,新客/潜力客户,北京,小程序
U0714,2026-03-23,2,73.4,99,1,2,1,流失风险客户,深圳,美团
U0715,2026-06-09,1,75.8,21,2,1,1,流失风险客户,杭州,APP
U0716,2025-11-24,1,74.3,218,1,1,1,流失风险客户,深圳,饿了么
U0717,2026-04-30,1,82.4,61,1,1,1,流失风险客户,北京,APP
U0718,2026-05-29,1,115.6,32,2,1,2,流失风险客户,成都,美团
U0719,2026-05-27,1,45.2,34,2,1,1,流失风险客户,深圳,美团
U0720,2026-06-11,1,65.8,19,2,1,1,流失风险客户,上海,美团
U0721,2026-06-26,2,82.3,4,4,2,1,新客/潜力客户,杭州,APP
U0722,2026-05-24,2,77.2,37,2,2,1,流失风险客户,成都,门店
U0723,2026-05-09,1,37.7,52,2,1,1,流失风险客户,上海,门店
U0724,2026-05-31,2,79.8,30,2,2,1,流失风险客户,成都,美团
U0725,2026-04-24,1,55.7,67,1,1,1,流失风险客户,成都,小程序
U0726,2026-03-01,1,72.6,121,1,1,1,流失风险客户,杭州,APP
U0727,2026-06-05,2,117.2,25,2,2,2,流失风险客户,深圳,美团
U0728,2026-05-03,2,95.1,58,1,2,1,流失风险客户,上海,美团
U0729,2025-09-22,1,45.1,281,1,1,1,流失风险客户,成都,饿了么
U0730,2026-06-20,2,78.9,10,3,2,1,新客/潜力客户,深圳,饿了么
U0731,2026-03-03,2,62.2,119,1,2,1,流失风险客户,上海,美团
U0732,2026-03-23,1,32.6,99,1,1,1,流失风险客户,杭州,饿了么
U0733,2025-12-29,1,46.6,183,1,1,1,流失风险客户,成都,饿了么
U0734,2026-06-25,2,74.8,5,3,2,1,新客/潜力客户,北京,小程序
U0735,2026-01-28,1,41.5,153,1,1,1,流失风险客户,深圳,门店
U0736,2026-06-05,2,78.6,25,2,2,1,流失风险客户,深圳,APP
U0737,2026-02-16,2,83.7,134,1,2,1,流失风险客户,成都,饿了么
U0738,2026-04-26,2,65.2,65,1,2,1,流失风险客户,成都,小程序
U0739,2026-03-05,2,86.6,117,1,2,1,流失风险客户,上海,APP
U0740,2026-05-11,2,80.3,50,2,2,1,流失风险客户,杭州,饿了么
U0741,2026-06-27,2,68.0,3,4,2,1,新客/潜力客户,北京,饿了么
U0742,2026-04-10,2,183.5,81,1,2,2,流失风险客户,北京,门店
U0743,2026-06-16,2,75.6,14,3,2,1,新客/潜力客户,深圳,APP
U0744,2026-05-02,1,51.2,59,1,1,1,流失风险客户,成都,门店
U0745,2026-06-20,1,28.7,10,3,1,1,新客/潜力客户,深圳,饿了么
U0746,2026-04-21,2,192.3,70,1,2,2,流失风险客户,成都,美团
U0747,2026-06-29,1,66.4,1,4,1,1,新客/潜力客户,成都,门店
U0748,2026-04-03,2,65.6,88,1,2,1,流失风险客户,上海,门店
U0749,2026-04-25,1,35.5,66,1,1,1,流失风险客户,上海,美团
U0750,2026-05-22,1,63.8,39,2,1,1,流失风险客户,深圳,小程序
U0751,2026-05-25,1,49.5,36,2,1,1,流失风险客户,杭州,门店
U0752,2026-06-26,2,105.8,4,4,2,2,新客/潜力客户,成都,饿了么
U0753,2026-01-27,2,119.3,154,1,2,2,流失风险客户,上海,饿了么
U0754,2026-04-10,1,173.2,81,1,1,2,流失风险客户,北京,饿了么
U0755,2026-06-09,2,160.5,21,2,2,2,流失风险客户,成都,美团
U0756,2026-01-19,1,23.7,162,1,1,1,流失风险客户,北京,小程序
U0757,2026-05-21,2,104.9,40,2,2,2,流失风险客户,上海,APP
U0758,2026-06-25,2,125.8,5,3,2,2,新客/潜力客户,杭州,门店
U0759,2026-06-27,2,128.1,3,4,2,2,新客/潜力客户,北京,美团
U0760,2026-06-19,1,24.2,11,3,1,1,新客/潜力客户,北京,美团
U0761,2026-05-04,2,107.7,57,1,2,2,流失风险客户,成都,美团
U0762,2026-02-17,2,74.5,133,1,2,1,流失风险客户,北京,饿了么
U0763,2025-12-13,2,89.9,199,1,2,1,流失风险客户,成都,门店
U0764,2026-06-28,2,120.0,2,4,2,2,新客/潜力客户,杭州,饿了么
U0765,2026-06-22,1,27.1,8,3,1,1,新客/潜力客户,深圳,APP
U0766,2026-06-29,2,102.4,1,4,2,2,新客/潜力客户,成都,门店
U0767,2026-06-19,1,32.8,11,3,1,1,新客/潜力客户,深圳,门店
U0768,2026-05-09,1,84.2,52,2,1,1,流失风险客户,杭州,APP
U0769,2026-02-27,1,46.0,123,1,1,1,流失风险客户,深圳,饿了么
U0770,2026-05-28,2,152.7,33,2,2,2,流失风险客户,北京,门店
U0771,2026-05-20,1,20.9,41,2,1,1,流失风险客户,北京,美团
U0772,2026-02-11,1,65.4,139,1,1,1,流失风险客户,杭州,门店
U0773,2026-06-05,1,47.2,25,2,1,1,流失风险客户,深圳,门店
U0774,2026-02-08,1,64.6,142,1,1,1,流失风险客户,成都,饿了么
U0775,2026-02-04,1,31.2,146,1,1,1,流失风险客户,杭州,门店
U0776,2025-11-04,1,74.4,238,1,1,1,流失风险客户,深圳,小程序
U0777,2026-02-07,1,58.2,143,1,1,1,流失风险客户,上海,门店
U0778,2026-03-21,1,85.0,101,1,1,1,流失风险客户,深圳,美团
U0779,2026-05-07,1,47.0,54,1,1,1,流失风险客户,北京,饿了么
U0780,2025-12-21,1,68.8,191,1,1,1,流失风险客户,成都,门店
U0781,2026-01-10,1,53.0,171,1,1,1,流失风险客户,上海,饿了么
U0782,2026-06-29,2,111.5,1,4,2,2,新客/潜力客户,北京,APP
U0783,2026-04-01,2,143.4,90,1,2,2,流失风险客户,成都,APP
U0784,2026-06-10,1,76.5,20,2,1,1,流失风险客户,北京,小程序
U0785,2026-02-26,1,51.9,124,1,1,1,流失风险客户,杭州,门店
U0786,2026-06-30,2,59.0,0,4,2,1,新客/潜力客户,上海,APP
U0787,2026-06-09,2,162.70000000000002,21,2,2,2,流失风险客户,成都,APP
U0788,2026-03-13,2,115.3,109,1,2,2,流失风险客户,杭州,美团
U0789,2026-06-09,1,82.4,21,2,1,1,流失风险客户,北京,门店
U0790,2026-04-13,1,43.4,78,1,1,1,流失风险客户,深圳,小程序
U0791,2026-06-19,2,115.4,11,3,2,2,新客/潜力客户,成都,APP
U0792,2026-06-26,2,56.0,4,4,2,1,新客/潜力客户,上海,APP
U0793,2026-06-05,2,213.0,25,2,2,2,流失风险客户,北京,小程序
U0794,2026-06-13,2,104.8,17,2,2,2,流失风险客户,杭州,APP
U0795,2026-06-21,2,98.19999999999999,9,3,2,1,新客/潜力客户,上海,小程序
U0796,2026-04-20,2,83.8,71,1,2,1,流失风险客户,成都,饿了么
U0797,2025-09-10,1,31.5,293,1,1,1,流失风险客户,深圳,门店
U0798,2026-06-03,1,30.6,27,2,1,1,流失风险客户,成都,饿了么
U0799,2026-05-25,1,41.0,36,2,1,1,流失风险客户,北京,饿了么
U0800,2026-06-25,2,153.6,5,3,2,2,新客/潜力客户,深圳,APP
